customer_id,month_year,avg_3mth_lag_fxd_brdbnd_total_download_gb,avg_3mth_fxd_brdbnd_total_sessions,min_months_until_contract_end,payment_mode_cash_cnt,max_months_until_contract_end,lag2_sum_net_revenue_amt,payment_mode_credit_card_cnt,lag2_sum_price,lag2_sum_unifi_stmx_rev_amt,lag2_sum_monthly_charges,lag2_sum_inv_tax_amt,payment_cent_type_bank_or_card_cnt,any_6mth_price_hike_10pct,account_cnt,lag2_fxd_voice_tot_usage_discnt_chrgs,lag2_sum_hypptv_revenue_amt,sum_hypptv_revenue_amt,revenue_score,fxd_voice_tot_usage_discnt_chrgs,avg_6m_cnt_prod_w,fxd_voice_wkend_tot_usage_discnt_chrgs,lag2_fxd_voice_wkday_tot_usage_discnt_chrgs,payment_cent_type_sbbs_or_mppj_cnt,spdtst_test_cnt,spdtst_avg_jitter,lag1_spdtst_avg_upload_kbps,lag1_spdtst_max_upload_kbps,payment_cent_type_post_office_cnt,tot_srvc_cnt,lag1_sum_hypptv_revenue_amt,avg_3m_tot_srvc_cnt,fxd_voice_wkday_tot_usage_discnt_chrgs,fxd_voice_wkday_postcode,fxd_voice_postcode,ct_unifi_super_value_pckg,fxd_voice_wkend_postcode,hypptv_rev_postcode,fxd_brdbnd_postcode,voice_rev_postcode,usage_charge_postcode,ct_promo_pckg,marital_status,ct_pckg_less_50_myr,monthly_charge_postcode,unifi_stmx_rev_postcode,net_revenue_postcode,is_out_of_contract,ct_unifi_pckg_less_150_myr,ct_pckg_over_100_myr,revenue_band,cnt_of_contracts,speed_upsell,y_pred,decile,percentile,y_pred_calibrated
1-14Y-10181,202308,493.36835,4.333333,9.419354,0,9.419354,89,0,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,708,707,0,708,673,678,673,673,0,3,0,670,671,675,0,1,0,2,1,0,0.001406238,7,76,0.009605653
1-14Y-124,202308,276.988,4,,0,,89,0,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,756,757,1,758,710,718,710,710,0,3,0,707,708,714,1,1,0,2,0,0,0.002014949,2,20,0.009766162
1-14Y-14492,202308,88.935,1.333333,,1,,89,0,85,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,1277,1292,0,1289,1156,1174,1158,1157,0,3,0,1155,1156,1172,0,1,0,2,0,0,0.0017708,5,51,0.009701466
1-14Y-16916,202308,127.775,2.333333,,0,,89,0,85,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,556,556,0,555,531,535,531,531,0,3,0,530,530,533,1,1,0,2,0,0,0.001849792,4,41,0.009722351
1-14Y-31947,202308,37.039333,2.333333,,,,89,,69,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,913,915,0,914,846,856,846,846,1,3,0,843,844,852,0,1,0,2,0,0,0.001666735,6,62,0.00967402
1-14Y-4579,202308,117.123665,15.333333,,1,,148.4,0,85,99,89,8.9,1,0,1,,0,0,3,,0.33333334,,,0,0,,,,0,2,0,1.6666666,,910,912,0,911,843,853,843,843,0,3,1,840,841,849,0,1,0,2,0,0,0.002067223,1,18,0.009780069
1-14YL8CC,202308,47.015335,1.333333,,1,,89,0,85,89,89,5.34,0,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,1027,1030,0,1030,948,961,949,948,0,3,0,946,947,957,1,1,0,2,0,0,0.001844118,4,41,0.00972085
1-153-14912,202308,1266.952,0.666667,,,,89,,85,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,608,605,0,606,576,580,575,575,0,3,0,574,574,578,0,1,0,2,0,0,0.002235772,1,13,0.009825044
1-153-18022,202308,221.221,21.666668,,1,,89,0,85,89,89,5.34,0,0,1,,0,0,3,,0,,,0,0,,,,1,1,0,1,,432,433,0,433,410,415,410,410,0,3,0,410,410,413,1,1,0,2,0,0,0.00178415,5,50,0.009704993
1-153-21729,202308,360.20734,8.333333,,0,,89,1,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,481,483,0,481,457,462,457,457,1,3,0,457,457,460,0,1,0,2,0,0,0.002000725,2,21,0.009762381
1-154-14060,202308,252.13766,2.666667,,1,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,456,459,0,457,434,439,434,434,1,3,0,434,434,437,0,1,0,2,0,0,0.001883939,3,36,0.009731394
1-154-206,202308,29.849667,0.333333,,1,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,969,969,0,971,893,904,893,893,1,3,0,890,891,901,1,1,0,2,0,0,0.001639642,6,64,0.009666887
1-154-21625,202308,116.49167,7.666667,,,,89,,69,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,223,220,0,222,210,212,210,210,1,3,0,210,210,211,0,1,0,2,0,0,0.001847668,4,41,0.009721789
1-1565DVG,202308,20.061333,0.333333,4.870968,0,4.870968,89,1,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,707,706,0,707,672,677,672,672,1,3,0,669,670,674,0,1,0,2,1,0,0.00130034,9,90,0.009577997
1-15C4LFY,202308,180.59734,6.666667,,,,89,,89,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,442,444,1,443,420,425,420,420,0,3,0,420,420,423,1,1,0,2,0,0,0.001958105,2,25,0.009751061
1-15CK09A,202308,213.831,9.333333,4.7419353,0,4.7419353,89,0,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,915,917,0,916,848,858,848,848,0,3,0,845,846,854,0,1,0,2,1,0,0.00137745,7,78,0.009598127
1-15NJE9Q,202308,274.082,5.333333,,1,,97.4,0,89,89,89,5.844,1,0,1,,0,0,3,0,0,0,,0,0,,,,0,1,0,1,0,201,199,0,200,189,191,189,189,0,3,0,189,189,190,1,1,0,2,0,0,0.002097577,1,17,0.009788154
1-15P-11084,202308,159.749,2,,,,89,,85,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,568,567,0,566,542,546,542,542,0,3,0,541,541,544,1,1,0,2,0,0,0.001871494,3,38,0.009728097
1-15P-15471,202308,248.63834,7,,1,,80.2,0,79,79,79,4.812,1,0,1,,0,0,3,0,0,0,,0,0,,,,0,1,0,1,0,943,943,0,943,869,880,869,869,0,3,0,866,867,877,1,1,0,2,0,0,0.001762295,5,52,0.009699221
1-15P-16694,202308,153.33766,42.333332,4.516129,1,4.516129,99,0,69,99,89,5.94,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,429,430,0,430,407,412,407,407,1,3,0,407,407,410,0,1,0,2,1,0,0.00136689,8,80,0.009595368
1-15P-21763,202308,214.46666,9.666667,2.032258,1,2.032258,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,111,112,0,110,104,105,104,104,1,3,0,104,104,104,0,1,0,2,1,0,0.001379646,7,78,0.009598701
1-15P-24349,202308,0,0,,0,,119,1,99,99,119,7.14,1,0,1,,0,0,4,,0,,,0,0,,,,0,1,0,1,,111,112,1,110,104,105,104,104,0,3,0,104,104,104,1,1,0,2,0,0,0.002694283,0,8,0.00994843
1-15P-25231,202308,206.45134,5.666667,16.806452,1,16.806452,296,0,154,178,178,17.76,1,0,2,,0,0,5,,1,,,0,0,,,,0,4,0,4,,616,613,0,614,584,939,583,583,1,3,0,582,582,935,1,2,0,0,1,0,0.002437946,1,10,0.009879262
1-15P-27983,202308,227.34666,10,,1,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,856,861,0,859,795,804,795,795,1,3,0,792,793,800,1,1,0,2,0,0,0.001804893,4,47,0.009710475
1-15P-30129,202308,114.245,0.666667,,0,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,1,2,,,0,1,0,1,,92,93,0,91,85,86,85,85,1,3,0,85,85,85,0,1,0,2,0,0,0.004291144,0,2,0.010390242
1-15P-5533,202308,105.269,1.666667,23.548388,0,23.548388,89.1,0,85,89,89,5.346,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,54,53,0,53,48,49,48,48,0,3,0,48,48,48,0,1,0,2,1,0,0.022458054,0,0,0.017006215
1-15P-5719,202308,99.969,0.333333,,0,,89,0,85,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,602,599,0,600,571,575,570,570,0,3,0,569,569,573,0,1,0,2,0,0,0.001848444,4,41,0.009721995
1-15P-7588,202308,194.563,2,5.774194,0,5.774194,88.99,1,89,88.99,88.99,5.3394,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,592,590,0,588,563,567,563,563,0,2,0,562,562,565,0,1,0,2,1,0,0.001454091,7,73,0.009618176
1-15P-994,202308,669.2867,10.333333,,,,89,,89,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,93,94,0,92,86,87,86,86,0,3,0,86,86,86,1,1,0,2,0,0,0.00225174,1,13,0.009829316
1-15V-27492,202308,36.078667,6,,1,,89,0,69,89,89,5.34,0,0,1,,0,0,3,,0,,,0,0,,,,1,1,0,1,,466,468,0,466,443,448,443,443,1,0,0,443,443,446,0,1,0,2,0,0,0.001673534,6,62,0.009675811
1-15V-28865,202308,279.646,8.333333,20.967741,1,20.967741,80.93,0,89,94.48,70.93,4.8558,1,0,1,,-13.55,0,3,,0,,,0,0,,,,0,1,0,1,,439,441,0,440,417,422,417,417,0,3,0,417,417,420,0,1,0,2,1,0,0.001372128,7,79,0.009596736
1-15V-9525,202308,0,0,16.612904,,16.612904,89,,89,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,67,66,0,66,61,62,61,61,0,3,0,61,61,61,0,1,0,2,1,0,0.001290836,9,94,0.009575519
1-15V-9817,202308,20.650333,2,24.193548,1,24.193548,69,0,69,69,69,4.14,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,432,433,0,433,410,415,410,410,1,3,0,410,410,413,0,1,0,2,1,0,0.005886177,0,1,0.010850921
1-15X-13167,202308,93.635666,22.333332,1.0645162,1,1.0645162,95.12,0,69,89,89,5.7072,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,459,461,0,459,436,441,436,436,1,0,0,436,436,439,0,1,0,2,1,0,0.001592689,6,67,0.009654538
1-15X-1640,202308,520.14435,0.666667,,1,,89.8,0,69,89,89,5.388,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,511,513,0,512,487,492,487,487,1,3,0,487,487,490,0,1,0,2,0,0,0.002126383,1,16,0.009795832
1-15X-21633,202308,459.932,5.333333,8.83871,,8.83871,119.6,,119,89,119,7.176,,0,,,30,30,4,0,0,0,,,0,,,,,1,30,1,0,387,388,0,389,366,371,366,366,0,3,0,366,366,369,0,1,1,2,1,0,0.001743839,5,55,0.009694348
1-15X-22210,202308,10.752666,1,,1,,99,0,99,99,99,5.94,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,456,459,0,457,434,439,434,434,0,3,0,434,434,437,0,1,0,2,0,0,0.003158737,0,5,0.010074979
1-15X-23008,202308,284.43466,7.333333,,1,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,501,503,0,502,477,482,477,477,1,0,0,477,477,480,1,1,0,2,0,0,0.001871893,3,38,0.009728203
1-15X-24307,202308,50.802334,11.333333,,1,,89,0,69,89,89,5.34,0,0,1,,0,0,3,,0,,,0,0,,,,1,1,0,1,,501,503,0,502,477,482,477,477,1,3,0,477,477,480,0,1,0,2,0,0,0.001650606,6,64,0.009669773
1-15X-34739,202308,117.522,13.666667,,0,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,1,2,,,0,1,0,1,,481,483,0,481,457,462,457,457,1,3,0,457,457,460,0,1,0,2,0,0,0.003501489,0,4,0.010169389
1-15X-3723,202308,19.917667,1.666667,4.709677,,4.709677,89,,69,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,357,357,0,357,338,342,338,338,1,0,0,338,338,340,0,1,0,2,1,0,0.00130123,8,89,0.009578229
1-15X-39772,202308,128.76866,10.333333,,0,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,489,491,0,490,465,470,465,465,1,3,0,465,465,468,1,1,0,2,0,0,0.001800564,4,48,0.009709331
1-15X-39998,202308,250.03267,1.666667,,0,,89,1,85,89,89,5.34,1,0,1,,0,0,3,0,0,0,,0,0,,,,0,1,0,1,0,432,433,0,433,410,415,410,410,0,0,0,410,410,413,0,1,0,2,0,0,0.002052827,1,19,0.009776237
1-15X-9509,202308,90.391,14.666667,6.548387,1,6.548387,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,440,442,0,441,418,423,418,418,1,3,0,418,418,421,0,1,0,2,1,0,0.00128793,9,95,0.009574761
1-160-14522,202308,42.603333,0.333333,,0,,89,1,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,440,442,0,441,418,423,418,418,1,3,0,418,418,421,0,1,0,2,0,0,0.001820681,4,45,0.00971465
1-160-19431,202308,792.745,3.333333,,0,,89,0,85,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,335,335,0,336,320,323,320,320,0,3,0,320,320,322,1,1,0,2,0,0,0.002354616,1,12,0.009856879
1-160-23417,202308,47.622,4,,1,,79.7,0,69,69,69,4.782,0,0,1,,0,0,3,0,0,0,,0,0,,,,0,1,0,1,0,405,406,0,407,384,389,384,384,1,3,0,384,384,387,0,1,0,2,0,0,0.001604092,6,66,0.009657536
1-160-38097,202308,392.99734,6,7.83871,0,7.83871,89,1,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,454,457,0,455,432,437,432,432,1,3,0,432,432,435,0,1,0,2,1,0,0.00146903,7,72,0.009622089
1-160-7679,202308,42.580334,9.666667,,0,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,459,461,0,459,436,441,436,436,1,2,0,436,436,439,0,1,0,2,0,0,0.001760677,5,53,0.009698793
1-160-9619,202308,65.94933,8.666667,1.7419355,1,1.7419355,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,565,564,0,563,539,543,539,539,1,0,0,538,538,541,0,1,0,2,1,0,0.001311085,8,86,0.0095808
1-162-26026,202308,60.029667,7,,0,,89.5,0,85,89,89,5.37,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,452,455,0,453,430,435,430,430,0,3,0,430,430,433,1,1,0,2,0,0,0.001804794,4,47,0.009710449
1-162-33855,202308,63.697334,10.333333,9.064516,0,9.064516,132.36,0,69,88.33,88.33,7.9498,1,0,1,,0,0,3,,0.33333334,,,0,0,,,,0,2,0,1.6666666,,406,407,0,408,388,393,388,388,1,3,1,388,388,391,0,1,0,2,1,0,0.001491261,7,71,0.009627914
1-162-35512,202308,223.318,20.333332,,1,,89,0,85,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,466,468,0,466,443,448,443,443,0,3,0,443,443,446,1,1,0,2,0,0,0.001835654,4,43,0.00971861
1-165-12334,202308,52.46633,0.333333,8.806452,,8.806452,90.4,,69,89,89,5.424,,0,,,0,0,3,0,0,0,,,0,,,,,1,0,1,0,486,488,0,487,462,467,462,462,1,0,0,462,462,465,0,1,0,2,1,0,0.001327801,8,83,0.009585161
1-165-21419,202308,55.739,55.666668,15.225806,1,15.225806,69,0,69,69,69,4.14,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,456,459,0,457,434,439,434,434,1,3,0,434,434,437,0,1,0,2,1,0,0.001253242,9,99,0.009565723
1-165-39579,202308,92.21433,7,,0,,148.2,0,69,89,89,8.892,1,0,1,,0,0,4,0,0.5,0,,0,0,,,,0,2,0,2,0,494,496,0,495,470,475,470,470,1,0,0,470,470,473,0,1,0,2,0,0,0.002054682,1,19,0.009776731
1-165-39697,202308,62.679,1,13.4838705,0,13.4838705,89,0,89,89,89,5.34,1,1,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,521,521,0,521,496,500,496,496,0,3,0,495,495,498,0,1,0,2,1,0,0.001312751,8,86,0.009581234
1-165-39823,202308,509.89532,6.333333,,0,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,2,0,2,,562,562,0,561,537,541,537,537,1,3,0,536,536,539,0,1,0,2,0,0,0.002292751,1,12,0.009840294
1-165-4612,202308,5.1583333,6.666667,,1,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,498,500,0,499,474,479,474,474,1,3,0,474,474,477,0,1,0,2,0,0,0.001632148,6,65,0.009664915
1-165-7527,202308,297.75934,31.666668,,1,,178,0,154,178,178,10.68,1,0,2,,0,0,4,,0,,,0,0,,,,0,2,0,2,,174,175,0,389,166,371,366,166,1,3,0,166,366,369,1,2,0,2,0,0,0.002436883,1,10,0.009878976
1-165-9287,202308,347.85468,1,,,,89,,89,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,1172,1187,0,1185,1071,1088,1073,1072,0,3,0,1070,1071,1084,0,1,0,2,0,0,0.002008565,2,21,0.009764465
1-168OWBU,202308,250.782,1.333333,9.645162,1,9.645162,89,0,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,936,937,0,936,866,877,866,866,0,3,0,863,864,873,0,1,0,2,1,0,0.001371243,7,79,0.009596505
1-169-20279,202308,79.040665,0.333333,6.709677,0,6.709677,89,0,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,127,128,0,126,120,121,120,120,0,3,0,120,120,120,0,1,0,2,1,0,0.001301239,8,88,0.009578232
1-169-27761,202308,63.800335,1,,1,,89,0,89,89,89,5.34,0,0,1,,0,0,3,,0,,,0,0,,,,1,1,0,1,,631,628,0,629,597,601,596,596,0,3,0,594,595,599,1,1,0,2,0,0,0.001783478,5,50,0.009704816
1-169-28031,202308,17.468334,0.666667,4.870968,1,4.870968,89,0,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,466,468,0,466,443,448,443,443,0,0,0,443,443,446,0,1,0,2,1,0,0.001295985,9,92,0.009576861
1-169-31844,202308,93.860664,2.333333,6,1,6,99,0,89,89,99,5.94,1,0,2,,0,0,3,,0,,,0,0,,,,0,2,0,2,,455,458,0,456,433,438,433,433,0,3,0,433,433,436,0,1,0,2,1,0,0.001514223,7,70,0.009633935
1-169-40182,202308,112.751335,2,,1,,100.2,0,89,89,89,6.012,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,432,433,0,433,410,415,410,410,0,0,0,410,410,413,1,1,0,2,0,0,0.002033408,2,20,0.009771071
1-169-40813,202308,311.011,0.666667,7.516129,,7.516129,89,,69,89,89,5.34,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,440,442,0,441,418,423,418,418,1,0,0,418,418,421,0,1,0,2,1,0,0.001392397,7,77,0.009602034
1-169-41774,202308,40.596333,15.333333,,,,99,,69,99,89,5.94,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,456,459,0,457,434,439,434,434,1,3,0,434,434,437,1,1,0,2,0,0,0.001646928,6,64,0.009668805
1-169-7655,202308,156.82,44.333332,12.225806,,12.225806,69,,69,69,69,4.14,,0,,,0,0,3,,0,,,,0,,,,,1,0,1,,538,538,0,537,513,517,513,513,1,0,0,512,512,515,0,1,0,2,1,0,0.001281319,9,97,0.009573038
1-16C-10511,202308,125.455666,12,,1,,91.2,0,69,89,89,5.472,1,0,1,,0,0,3,0,0,0,,0,0,,,,0,1,0,1,0,468,470,0,468,444,449,444,444,1,3,0,444,444,447,1,1,0,2,0,0,0.001931619,2,29,0.009744033
1-16C-11441,202308,147.477,21.666668,10.935484,0,10.935484,69.08,1,69,69,69,4.1448,1,0,1,,0,0,3,,0,,,0,1,1,,,0,1,0,1,,382,383,0,384,362,367,362,362,1,3,0,362,362,365,0,1,0,2,1,0,0.002331108,1,12,0.009850574
1-16C-12937,202308,398.51868,43.666668,6,1,6,89,0,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,484,486,0,484,460,465,460,460,0,3,0,460,460,463,0,1,0,2,1,0,0.0014656,7,72,0.00962119
1-16C-14617,202308,66.94867,1,,1,,91.3,0,69,89,89,5.478,1,0,1,,0,0,3,0,0,0,,0,0,,,,0,1,0,1,0,501,503,0,502,477,482,477,477,1,0,0,477,477,480,0,1,0,2,0,0,0.001933452,2,29,0.009744519
1-16C-15855,202308,98.78367,2.666667,23.451612,,23.451612,89,,69,89,89,5.34,,1,,,0,0,3,,0,,,,0,,,,,1,0,1,,412,413,0,414,391,396,391,391,0,0,0,391,391,394,0,1,0,2,1,0,0.005479254,0,1,0.010731508
1-16C-18657,202308,91.53767,43.666668,,1,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,456,459,0,457,434,439,434,434,1,3,0,434,434,437,0,1,0,2,0,0,0.001706284,5,59,0.009684442
1-16C-33171,202308,200.3,0.333333,,0,,89,0,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,948,947,0,948,873,884,873,873,0,3,0,870,871,881,1,1,0,2,0,0,0.001948218,2,26,0.009748437
1-16C-38900,202308,136.08833,1.666667,,1,,91.1,0,85,89,89,5.466,0,0,1,,0,0,3,,0,,,0,0,,,,1,1,0,1,,438,440,0,439,416,421,416,416,0,3,0,416,416,419,1,1,0,2,0,0,0.001879758,3,37,0.009730286
1-16C-9677,202308,226.16467,3,5.096774,0,5.096774,89,1,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,485,487,0,486,461,466,461,461,1,0,0,461,461,464,0,1,0,2,1,0,0.001394319,7,77,0.009602536
1-16CXOMO,202308,350.24533,6,,1,,139,0,89,89,139,8.34,1,0,1,,50,50,4,,0,,,0,0,,,,0,1,50,1,,790,791,1,791,740,749,740,740,0,3,0,737,738,744,1,1,0,2,0,0,0.004109879,0,2,0.01033913
1-16E-1915,202308,146.29533,3,,0,,99,0,69,99,89,5.94,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,577,576,0,574,550,554,550,550,1,3,0,549,549,552,0,1,0,2,0,0,0.002380661,1,11,0.009863869
1-16E-20545,202308,17.681334,29.666668,,0,,93.9,0,69,89,89,5.634,1,0,2,0,0,0,3,0,0,0,0,0,0,,,,0,2,0,2,0,675,674,0,674,640,645,640,640,1,3,0,637,638,642,0,1,0,2,0,0,0.00167299,6,62,0.009675668
1-16E-23041,202308,137.53166,6,,1,,139.5,0,139,89,139,8.37,0,0,1,,50,50,4,-2.4,0,-0.25,,1,0,,,,0,1,50,1,-2.15,746,745,1,746,700,708,700,700,0,3,0,697,698,704,1,1,1,2,0,0,0.002972452,0,6,0.010024032
1-16E-24780,202308,16.601,8.333333,,1,,89,0,69,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,548,548,0,547,523,527,523,523,1,3,0,522,522,525,1,1,0,2,0,0,0.001604084,6,66,0.009657534
1-16E-2605,202308,20.778,1,6.677419,1,6.677419,89,0,89,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,511,513,0,512,487,492,487,487,0,3,0,487,487,490,0,1,0,2,1,0,0.001293888,9,93,0.009576315
1-16E-26369,202308,311.28433,72.666664,,0,,89,1,85,89,89,5.34,1,0,1,,0,0,3,,0,,,0,0,,,,0,1,0,1,,339,339,0,339,323,326,323,323,0,0,0,323,323,325,1,1,0,2,0,0,0.002380893,1,11,0.009863932
